9:00 PM,5:00 AM,586 CAD,American Airlines,Toronto,New York
10:00 AM,10:00 PM,680 CAD,Qatar Airways,Toronto,New York
11:00 PM,1:00 AM,1295 CAD,Emirates,Toronto,New York
7:00 AM,7:00 PM,1330 CAD,Air India,Toronto,New York
10:00 PM,12:00 AM,688 CAD,Delta Airlines,Toronto,New York
6:00 AM,11:00 AM,893 CAD,American Airlines,Toronto,New York
3:00 PM,6:00 PM,947 CAD,Air India,Toronto,New York
12:00 PM,5:00 PM,1300 CAD,Delta Airlines,Toronto,New York
11:00 AM,1:00 PM,383 CAD,British Airways,Toronto,New York
4:00 AM,4:00 PM,943 CAD,United Airlines,Toronto,New York
11:00 AM,10:00 PM,1413 CAD,United Airlines,Toronto,New York
3:00 AM,4:00 AM,477 CAD,Qatar Airways,Toronto,New York
7:00 AM,7:00 PM,1027 CAD,Delta Airlines,Toronto,New York
10:00 AM,4:00 PM,1170 CAD,Lufthansa,Toronto,New York
2:00 AM,9:00 AM,808 CAD,Emirates,Toronto,New York
5:00 AM,10:00 AM,1399 CAD,Lufthansa,Toronto,New York
6:00 AM,12:00 PM,1072 CAD,Qatar Airways,Toronto,New York
3:00 AM,8:00 AM,618 CAD,United Airlines,Toronto,New York
12:00 PM,3:00 PM,1110 CAD,British Airways,Toronto,New York
8:00 AM,8:00 PM,1452 CAD,Qatar Airways,Toronto,New York
4:00 AM,3:00 PM,1317 CAD,Emirates,Toronto,New York
9:00 AM,7:00 PM,550 CAD,Qatar Airways,Toronto,New York
2:00 PM,6:00 PM,280 CAD,Lufthansa,Toronto,New York
9:00 AM,2:00 PM,810 CAD,United Airlines,Toronto,New York
1:00 PM,2:00 PM,528 CAD,Lufthansa,Toronto,New York
2:00 PM,6:00 PM,941 CAD,United Airlines,Toronto,New York
12:00 AM,2:00 AM,1033 CAD,Air Canada,Toronto,New York
12:00 AM,10:00 AM,885 CAD,Air India,Toronto,New York
5:00 PM,1:00 AM,384 CAD,Air India,Toronto,New York
4:00 AM,8:00 AM,855 CAD,Air Canada,Toronto,New York
5:00 PM,7:00 PM,1020 CAD,Qatar Airways,Toronto,New York
8:00 PM,6:00 AM,1113 CAD,Qatar Airways,Toronto,New York
10:00 PM,11:00 PM,1245 CAD,Air Canada,Toronto,New York
10:00 AM,1:00 PM,1276 CAD,Lufthansa,Toronto,New York
9:00 PM,7:00 AM,437 CAD,Air Canada,Toronto,New York
12:00 AM,10:00 AM,727 CAD,American Airlines,Toronto,New York
1:00 AM,5:00 AM,773 CAD,Delta Airlines,Toronto,New York
9:00 AM,3:00 PM,512 CAD,British Airways,Toronto,New York
10:00 PM,7:00 AM,1308 CAD,Delta Airlines,Toronto,New York
11:00 PM,11:00 AM,365 CAD,Air India,Toronto,New York
11:00 PM,5:00 AM,671 CAD,British Airways,Toronto,New York
10:00 AM,7:00 PM,261 CAD,Air India,Toronto,New York
5:00 PM,10:00 PM,757 CAD,Air India,Toronto,New York
5:00 PM,8:00 PM,1335 CAD,Emirates,Toronto,New York
2:00 PM,5:00 PM,588 CAD,Lufthansa,Toronto,New York
11:00 AM,11:00 PM,1445 CAD,Emirates,Toronto,New York
4:00 AM,9:00 AM,417 CAD,United Airlines,Toronto,New York
5:00 AM,5:00 PM,562 CAD,British Airways,Toronto,New York
9:00 PM,7:00 AM,1172 CAD,Air Canada,Toronto,New York
2:00 AM,4:00 AM,572 CAD,Air Canada,Toronto,New York
5:00 PM,6:00 PM,978 CAD,British Airways,Toronto,New York
12:00 PM,9:00 PM,521 CAD,Delta Airlines,Toronto,New York
6:00 PM,4:00 AM,301 CAD,Air India,Toronto,New York
3:00 AM,10:00 AM,389 CAD,Qatar Airways,Toronto,New York
7:00 AM,4:00 PM,545 CAD,Air Canada,Toronto,New York
9:00 AM,8:00 PM,569 CAD,Air India,Toronto,New York
1:00 AM,7:00 AM,888 CAD,United Airlines,Toronto,New York
7:00 AM,6:00 PM,977 CAD,Lufthansa,Toronto,New York
10:00 PM,11:00 PM,962 CAD,Lufthansa,Toronto,New York
7:00 AM,3:00 PM,1352 CAD,American Airlines,Toronto,New York
4:00 AM,9:00 AM,1082 CAD,Qatar Airways,Toronto,New York
11:00 AM,12:00 PM,435 CAD,Lufthansa,Toronto,Paris
10:00 AM,11:00 AM,1221 CAD,Delta Airlines,Toronto,Paris
10:00 AM,12:00 PM,889 CAD,Air Canada,Toronto,Paris
6:00 AM,2:00 PM,1089 CAD,Lufthansa,Toronto,Paris
